DestAddr,DestCode,DestName,Distance,Duration,OrigAddr,OrigCode,OrigName
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,1907900,60140,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park,0,0,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,1194644,40413,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,2465081,77764,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,2494322,78899,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,1888792,62757,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,1897730,63156,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,2650924,86682,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,2636481,85865,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,3076671,97130,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,2479489,80776,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,2149079,72270,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,2370798,74291,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,3101698,98324,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,3725043,125363,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,1251772,44018,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,1611515,51115,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,411895,13521,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,2461535,83169,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,2270265,73603,"1543-1599 Texas Ave, Houston, TX 77002, USA",HOU,Minute Main Park
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,1945463,67458,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,1276870,41645,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,1694045,56924,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,2289450,75407,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,833957,28282,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,820701,27128,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,937365,30843,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,1273775,41905,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,979748,30774,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,1229430,40136,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,2339794,74812,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,1191638,40528,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,0,0,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,2604774,82903,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,2615454,83570,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,908993,29527,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,705848,23176,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,1939184,65538,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,1924741,64721,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,2919271,95824,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,1807051,60410,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,1343279,44617,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,2513529,85758,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,2916369,95835,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,2966629,97644,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,388371,12979,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,2043409,65787,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,901518,29011,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,1610708,52933,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,1696050,57227,"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,573319,19271,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,3488680,111778,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,4245260,137868,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,4787861,154439,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,3244459,104305,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,3238982,103607,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,3488581,111787,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,3763893,120538,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,1627713,52640,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,3661465,116764,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,4371718,137559,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,2465882,77957,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,2603841,82792,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,0,0,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,50259,2800,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,3294802,104907,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,3090118,98556,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,4502612,145283,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,4488169,144466,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,633426,21554,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,4358267,141354,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,3894495,125561,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,149989,5702,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,658453,22748,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,1872606,63880,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,2927817,93459,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,4075333,128534,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,2258401,71732,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,4042743,129561,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,4290131,137967,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,602867,20155,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,3501297,112303,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,4257877,138393,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,4800477,154964,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,3257076,104830,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,3251598,104132,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,3501198,112311,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,3776510,121063,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,1640329,53164,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,3674082,117288,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,4401267,138443,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,2495430,78841,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,2616458,83317,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,50735,2593,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,0,0,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,3307419,105431,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,3102734,99080,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,4515229,145807,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,4500786,144991,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,586717,19415,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,4370884,141878,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,3907112,126085,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,198486,7787,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,611744,20609,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,1825897,61741,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,2940433,93983,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,4104882,129418,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,2287949,72615,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,4055360,130086,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,4302748,138491,"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,2947604,96289,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,1311876,43568,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,1278705,43283,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,1727612,58003,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,145019,5841,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,156309,5899,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,633773,21191,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,703645,24102,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,1670966,53208,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,617261,20359,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,2374800,76735,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,1888128,62854,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,908443,29735,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,3292842,105208,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,3303522,105875,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,0,0,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,539999,17632,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,1442364,48846,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,1427921,48029,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,3489569,113395,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,1377599,46505,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,890837,29957,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,3402553,108900,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,3486667,113406,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,3199110,102855,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,602558,19759,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,2078415,67710,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"1000-1152 Nolan Ryan Expy, Arlington, TX 76011, USA",TEX,Ballpark in Arlington,1641132,55266,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"83 Navy Wharf Ct, Toronto, ON M5V, Canada",TOR,Rogers Centre,998538,33157,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"8 O St SW, Washington, DC 20024, USA",WAS,Nationals Park,1280710,43585,"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park
"200-298 S 4th St, Phoenix, AZ 85004, USA",ARI,Chase Field,2645026,89671,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"Downtown Connector, Atlanta, GA 30315, USA",ATL,Turner Field,1819240,58567,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"501-599 Eislen St, Baltimore, MD 21230, USA",BAL,Oriole Park at Camden Yards,1797275,59617,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"1-99 Fenway Plaza, Boston, MA 02215, USA",BOS,Fenway Park,2246182,74337,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"3667 N Clark St, Chicago, IL 60613, USA",CHC,Wrigley Field,654167,22391,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"333 W 35th St, Chicago, IL 60616, USA",CHW,US Cellular Field,665457,22448,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"184-190 Walnut St, Cincinnati, OH 45202, USA",CIN,Great American Ballpark,1136299,37493,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"519 Bolivar Rd, Cleveland, OH 44115, USA",CLE,Progressive Field,1222215,40436,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"1726-1792 20th St, Denver, CO 80202, USA",COL,Coors Field,1470869,46528,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"1774 Cherry St, Detroit, MI 48216, USA",DET,Tiger Stadium,1119787,36661,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"1641 NW 5th St, Miami, FL 33125, USA",FLA,Marlins Park,2882164,91734,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"1500 Texas St, Houston, TX 77002, USA",HOU,Minute Main Park,1896259,63113,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"Lancer Ln, Kansas City, MO 64129, USA",KAN,Kauffman Stadium,708346,23055,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"2000 E Gene Autry Way, Anaheim, CA 92806, USA",LAA,Angel Stadium of Anaheim,3092746,98528,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"Echo Park, Los Angeles, CA, USA",LAD,Dodger Stadium,3103425,99195,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"221 Frederick Miller Way, Milwaukee, WI 53214, USA",MIL,Miller Park,539335,17548,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field,0,0,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"Boat Basin Pl, Corona, NY 11368, USA",NYM,Citi Field,1960934,65181,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"Macombs Dam Bridge, Bronx, NY 10452, USA",NYY,Yankee Stadium,1946491,64364,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"7000 Coliseum Way, Oakland, CA 94621, USA",OAK,O.co Stadium,3163043,104879,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"16 S 11th St, Philadelphia, PA 19148, USA",PHI,Citizens Bank Park,1896169,62840,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"211 N Shore Dr, Pittsburgh, PA 15212, USA",PIT,PNC Park,1409407,46292,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"200-224 Sixth Ave, San Diego, CA 92101, USA",SDP,Petco Park,3202456,102220,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"176-190 King St, San Francisco, CA 94107, USA",SFG,AT&T Park,3160141,104890,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"1181 Dave Niehaus Way S, Seattle, WA 98134, USA",SEA,Safeco Field,2664341,85816,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"698 S 8th St, St. Louis, MO 63102, USA",STL,Busch Stadium,903683,30574,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
"1634-1680 3rd Ave S, St. Petersburg, FL 33705, USA",TBR,Tropicana Field,2585779,82709,"457-499 N 7th St, Minneapolis, MN 55405, USA",MIN,Target Field
